,Extraversion,Neuroticism,Agreeableness,Conscientiousness,Openness
UGLUK,0.9999767785339589,8.761703302685919e-08,0.9446959780388344,0.16303387161781882,0.9990938180299722
HAMA,0.8776891152820097,0.20919388966478153,0.001044340261314759,0.0012116245284227755,0.9570133237943852
HALDIR,0.000341887968797035,0.003913128096379039,0.9994588759738054,0.3969842060126881,0.999965553538263
GALADRIEL,0.8281245778430131,3.1759600003000726e-05,0.4865441516207583,0.8077238207075148,0.9519441451295043
SANDYMAN,0.9999999847580318,0.9297560535017345,1.0,5.024350237486219e-06,0.7312844796800557
FRODO VOICE OVER,0.7666859734605304,2.0215893690086486e-09,0.9999999999392918,0.07395214518720802,0.9995617689755173
MORWEN,0.9999553576017167,2.847159100886482e-06,3.521688275029068e-07,6.210894602749822e-05,0.9402290283458548
GALADRIEL VOICEOVER,0.9259148782449922,2.7764859614264367e-05,0.31132698342691123,0.9982044013829089,0.20824527897017267
GATEKEEPER,0.908700982778481,2.783883898019316e-08,0.28977580999246993,2.452086579090522e-05,0.9532848145587851
GRISHNAKH,0.7307132806266109,4.718251372497784e-09,4.0938310442884615e-05,0.17916651519844207,0.7043843184355738
SARUMAN VOICEOVER,0.9957995030914704,0.7960460551530898,0.5570777136362131,4.781013166558161e-07,0.9575575988537915
FARMER MAGGOT,0.7197576978349335,0.0007017825259034556,0.2682253454761784,0.32643171238929497,0.9973613209289341
GAFFER,0.7346753984551933,2.9371785493553106e-08,0.99972721536632,9.826025056317779e-05,0.5922454525939657
GORBAG,0.9992664486790165,1.2820374954336987e-05,0.9999999624821901,4.203532825336306e-05,0.9997092245803654
SAURON VOICE,0.0016234156118764352,0.9897525869036091,0.01022103537253822,0.9989112555700052,0.9999839938026097
SNAGA,0.9684515152460478,2.454184888029921e-08,0.037517449056650484,1.5075495516610229e-05,0.9677814370469365
URUK HAI,0.6212114082885413,0.00256515620310063,0.9644842173279956,0.5233878932996455,0.9819358918628579
IROLAS,0.9999231024109314,0.00120450914920475,0.0029671241082196045,0.629163594158267,0.9730113270371085
GATEKEEPR,0.9999883796531902,0.3352421335814261,0.031396264968522235,0.4924768029557353,0.9996265198629454
ARWEN VOICEOVER,0.99989348075018,0.2041945034190467,0.0007181149734724413,0.7255581315585692,0.9824640662284384
GALADRIEL VOICE-OVER,0.9138621609744254,0.9383554301105181,0.3538556941552537,1.2108545616625286e-07,0.999999986857314
GALADRIL,0.8510815278153114,0.04913734232587223,0.0007996973993435739,3.0328306359824354e-07,0.9988795234459692
GENERAL,0.3951010596989211,7.06277295234035e-07,0.9498202994009457,7.725287434822595e-06,0.9957349565431469
CAPTAIN,0.9120241384053827,2.6989774675685342e-08,0.9999954145710686,1.1071568501371466e-06,0.020375591057085675
DEAGOL,2.1898999076105098e-06,7.370810760394843e-14,0.9999995799913755,0.9549429560109969,0.9601226567850253
FREDA,0.9982565689817434,5.518035962048315e-06,0.27022278880612427,0.0004141488924063192,0.9439170428151202
ROHAN STABLEMAN,0.00020144750626121554,2.982983350559016e-16,0.9999978842556538,0.0034827296748398727,0.9194432658817359
ARGORN,0.29695802743035815,7.4250018270729024e-06,0.6071700503252835,0.0029881539994428604,0.9769746072480878
HOBBIT,0.9999853826926438,0.10859456033866721,6.783657689388389e-05,0.8651637513991582,0.9575948464748263
ORCS,0.999999863660349,0.23108263962051145,0.9932731314103422,0.3235714592091014,0.9990294310295406
SOLDIERS,1.6214030336406206e-05,2.9527207187595807e-06,0.5111884385102783,0.004077099360031129,0.908850659290281
WOMAN,0.0006266430274142564,0.0002579462276118838,0.6062238976844567,0.9056055676760557,0.9661224716285073
URUK-HAI,0.13310078208867313,0.0036617824277787856,0.342266975351828,0.06192730464191689,0.9999437765777317
WILDMAN,1.0880659928150328e-06,0.007575024749657422,2.966329711343888e-05,1.343586751621729e-06,0.936496113450036
PEOPLE,0.9999435787801787,0.0001611606075087838,0.0018588488842789022,9.784711589987577e-10,0.947251297377049
ROHAN HORSEMAN,0.9988556351689232,7.233787262139616e-09,0.9975885822292068,0.698035847137372,0.9798470791966871
SHARKU,0.3972176278625941,9.235184589992506e-08,0.9996511048851566,0.0017213249901287919,0.9237446499730926
NOAKES,4.9205907510628535e-05,1.9538477133577706e-07,0.258376657013753,0.9428395876833292,0.9998267990218537
MAN,0.341361199883975,0.0004049787168820358,0.00271832234094447,0.9491080014030778,0.9999998865852204
VOICE,0.9999999213209,6.716759495802176e-05,0.007522516235726211,0.3661097357871827,0.999880930218618
GRIMBOLD,0.9980968643691048,2.349251847842007e-08,0.999999928143723,0.1485629208552469,0.3352155636427952
WHITE WIZARD,0.999997905750073,7.463469142779527e-16,0.9999999999998443,0.9773128387594736,0.07012252561325075
FIGWIT,7.056252352718076e-05,0.43397593913617305,0.011693505869407067,0.3937822001941018,0.9425408161689885
GRISHNAK,0.9982565689817434,5.518035962048315e-06,0.27022278880612427,0.0004141488924063192,0.9439170428151202
CHILDREN HOBBITS,0.8140826460460854,0.4690528976187496,0.9999161374156683,0.04765349337302223,0.9999746514010879
BOSON,0.9975746180929159,1.9839720992021557e-10,0.9996550204720329,0.00655648982620049,0.9978505684577801
GENERAL SHOUT,0.7306096469304311,1.1557666377703047e-06,1.9596039505982033e-05,4.583809176699183e-06,0.922026468470375
MERCENARY,0.9982565689817434,5.518035962048315e-06,0.27022278880612427,0.0004141488924063192,0.9439170428151202
CROWD,9.228999307606456e-05,0.7056289705757909,1.4488942902015151e-08,0.00021917526139141568,0.9999997986021644
ROSIE,0.6728969911812507,9.280994087085427e-08,0.8518755690657243,0.7295036532670892,0.4717479043710016
DAMROD,0.05114946908424062,0.9970408377461535,0.00020600205788267435,0.03037001533974624,0.9814774421494248
SOLDIERS IN MINAS TIRITH,0.99954816011132,0.00022562738315925357,0.9999999665544695,0.0025675497909909443,0.04775325309978444
SOLDIER 2,0.13761489425859116,1.5728396189634067e-09,0.09755463330524897,4.996500374050687e-07,0.9979824262710505
LADY,0.9928167156662562,7.423264023253084e-06,0.6349293324608297,0.008940600297479126,0.9993447789785653
RING,0.9999999103322461,0.0019210470767145403,0.00014509909098225546,0.6368877246124048,0.9689539557460618
SOLDIERS ON GATE,0.9998087426218893,0.0010121399758608886,0.6297718813779607,0.6132004866003632,0.946729048762526
ROHIRRIM,0.8954219649677887,1.1331838112149448e-08,0.0005207205624724404,1.7361716200449313e-07,0.03420318387550645
SOLDIER 1,0.8727388981173659,6.197776487583634e-06,0.9945067768356756,0.8817511417853373,0.9996496666830152
SAURON,0.9982565689817434,5.518035962048315e-06,0.27022278880612427,0.0004141488924063192,0.9439170428151202
ARMY,0.95170521653602,1.3914941707315418e-12,0.8067189111608993,0.0017561127535726522,0.9999981905260069
EYE OF SAURON,0.9999999770406529,1.9268444713718498e-08,0.21945113516985013,0.9299232906263052,0.973306847375927
EOTHAIN,0.9965161100005264,9.562819442705698e-07,0.6572499256290277,2.6585214993596836e-07,0.9999894344887993
MERRY AND PIPPIN,0.9998465092939599,3.578081461330119e-07,0.4438588290395926,0.0013162624189051596,0.9544517216636201
EOWYN/MERRY,0.8417769773706567,0.23129619769429605,0.8158162841542314,0.2976858051771673,0.989889613374675
OLD MAN,0.9982565689817434,5.518035962048315e-06,0.27022278880612427,0.0004141488924063192,0.9439170428151202
FRODO VOICE,0.9999840735141712,0.9999999999828107,0.9999999999979557,0.7523655475851413,0.9999980449614647
MRS BRACEGIRDLE,0.7016262750601054,5.232159544050329e-05,0.41163084331217636,0.0003057796708351408,0.9885592427051222
PROUDFOOT HOBBIT,0.0014902236819868487,4.7418459001743835e-08,0.6791023967552922,0.24098954022551333,0.8961476780640798
MEN,0.9992285856882797,0.2663376189394345,1.5090077083654318e-07,0.4353764132869741,0.8489083881795707
